GEODB_OID,OBJECTID,PRORAGIS_I,PARK_ID,PARK_NAME,ADDRESS,CITY_MUNIC,COUNTY,STATE,STREET_NUM,STREET_NAM,STREET_TYP,ZIP_CODE,REFERENCE,REFERENCE_,PARK_ACRES,ACRE_SOURC,YEAR_OPEN,PARK_STATU,STATUS_COM,DEVELOPMEN,PARK_TYPE,SERVICE_AR,COUNCIL_DI,COUNCIL_00,MANAGEMENT,LAND_OWNER,LANDOWNER_,MANAGING_A,MANAGING00,UNIT,MODIFIED_B,MODIFIED_D,SHAPE_AREA,SHAPE_LEN
80,80,12,186,Kendra Page Neighborhood Park,"2203 Blue Meadow Dr., Austin, Texas 78744",Austin,Travis,TX,2203,Blue Meadow,Dr.,78744,Other,Street Address,15.2684482,GIS Value,1987,Open,Developed,Developed,Neighborhood,0-5 miles,2,2;3;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,665090.9431,3719.137167
77,77,282,317,Williamson Creek West Greenbelt,"6310 Brush Country Rd., Austin, Texas 78749",Austin,Travis,TX,6310,Brush Country,Rd,78749,Other,Street Address,76.25644663,GIS Value,1956,Open_Restricted,Developed,Undeveloped,Greenbelt,0-5 miles,8,2;3;5;8;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,3321717.528,26054.46666
81,81,249,229,Stoney Ridge Neighborhood Park,"7000 Moores Crossing Blvd., Austin, Texas 78617",Austin LTD,Travis,TX,7000,Moores Crossing,Blvd,78617,Other,Street Address,3.92503331,GIS Value,2003,Open,Undeveloped,Developed,Neighborhood,0-5 miles,2,2;3,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,170973.7669,1990.861921
82,82,287,321,Yates Pocket Park,"6015 Felix Ave., Austin, Texas 78741",Austin,Travis,TX,6015,Felix,Ave,78741,Other,Street Address,0.93228128,GIS Value,2001,Open,Undeveloped,Undeveloped,Pocket,0-0.5 miles,3,3,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,40610.01028,991.9118417
174,174,178,382,Payton Gin Pocket Park,"801 Payton Gin Rd., Austin, Texas 78758",Austin,Travis,TX,801,Payton Gin,Rd,78758,Other,Street Address,0.82321545,GIS Value,2002,Open,Developed,Developed,Pocket,0-0.5 miles,4,4,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,35859.12143,858.9958802
83,83,202,235,Ortega School Park,"5308 Chico St., Austin, Texas 78721",Austin,Travis,TX,5308,Chico,St,78721,Other,Street Address,4.23478002,GIS Value,1967,Open,Developed,Developed,School,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,184466.2798,2294.416447
84,84,151,323,Little Zilker Neighborhood Park,"2016 Bluebonnet Ln., Austin, Texas 78704",Austin,Travis,TX,2016,Bluebonnet,Ln.,78704,Other,Street Address,3.95633916,GIS Value,1961,Open,Developed,Developed,Neighborhood,0-5 miles,5,1;2;3;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,172337.4444,1803.972188
85,85,121,180,J.J. Seabrook Greenbelt,"2000 Pershing Dr., Austin, Texas 78723",Austin,Travis,TX,2000,Pershing,Dr.,78723,Other,Street Address,2.90116414,GIS Value,1959,Open,Open,Undeveloped,Greenbelt,0-5 miles,1,1;2;3;4;5;7;8;9;10,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,126374.2043,2601.646942
87,87,277,411,Gilbert-Davis Tract,"5512 Shoal Creek Blvd., Austin, Texas 78731",Austin,Travis,TX,5512,Shoal Creek,Blvd,78731,Other,Street Address,4.46520249,GIS Value,2003,Open_Restricted,Undeveloped,Undeveloped,Special,0-25 miles,7,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,194503.4423,3320.885304
88,88,106,188,Lakeline Neighborhood Park,"2701 S Lakeline Blvd., Austin, Texas 78613",Austin,Williamson,TX,2701,S Lakeline,Blvd.,78613,Other,Street Address,10.30891422,GIS Value,1987,Open_Restricted,Undeveloped,Undeveloped,Neighborhood,0-5 miles,6,6;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,449054.5071,3500.588473
96,96,100,132,George Washington Carver Museum,"1161 Angelina St., Austin, Texas 78702",Austin,Travis,TX,1161,Angelina,St.,78702,Other,Street Address,0.29825221,GIS Value,2014,Open,Undeveloped,Developed,Special,0-25 miles,1,Citywide,Historical/Cultural,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,12991.81434,471.7621307
89,89,244,284,Stillhouse Hollow Nature Preserve,"7810 Sterling Dr., Austin, Texas 78731",Austin,Travis,TX,7810,Sterling,Dr,78731,Other,Street Address,20.32955139,GIS Value,1992,Open,Cemetery,Developed,Nature Preserve,0-25 miles,10,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,885551.7164,4793.499467
90,90,273,413,Highland Neighborhood Park,"403 W St Johns Ave., Austin, Texas 78752",Austin,Travis,TX,403,W St Johns,Ave.,78752,Other,Street Address,0.24080216,GIS Value,2014,Planned,House on it,Developed,Neighborhood,0-5 miles,4,1;3;4;6;7;9;10,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,10488.0026,422.2794829
91,91,184,277,Springdale Neighborhood Park,"1175 Nickols Ave., Austin, Texas 78721",Austin,Travis,TX,1175,Nickols,Ave,78721,Other,Street Address,16.36640913,GIS Value,1955,Open,Cemetery,Developed,Neighborhood,0-5 miles,1,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,712917.93,3596.80467
92,92,161,374,Old San Antonio Greenbelt,"11705 Old San Antonio Rd., Austin, Texas 78748",Austin,Travis,TX,11705,Old San Antonio,Rd,78748,Other,Street Address,28.38317435,GIS Value,2009,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,5,2;3;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1236366.129,7471.314636
93,93,129,174,"Gustavo ""Gus"" L. Garcia District Park","1201 E Rundberg Ln., Austin, Texas 78753",Austin,Travis,TX,1201,E Rundberg,Ln.,78753,Other,Street Address,47.7178504,GIS Value,1993,Open,Cemetery,Developed,District,0-5 miles,4,1;4;6;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2078581.249,5848.398025
94,94,97,177,Haskell House,"1705 Waterston St., Austin, Texas 78703",Austin,Travis,TX,1705,Waterston,St.,78703,Other,Street Address,0.23808753,GIS Value,1993,Open,Cemetery,Developed,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,10371.05138,455.3762415
95,95,99,397,Knollwood Neighborhood Park,"7503 Shelton Rd., Austin, Texas 78725",Austin,Travis,TX,7503,Shelton,Rd.,78725,Other,Street Address,8.44498096,GIS Value,1991,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,3,1;2;3;4;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,367861.8993,4934.808049
97,97,105,167,Givens District Park,"3811 E 12th St., Austin, Texas 78721",Austin,Travis,TX,3811,E 12th,St.,78721,Other,Street Address,41.43280472,GIS Value,1990,Open,Developed,Developed,District,0-5 miles,1,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1804805.754,5518.671273
98,98,107,184,Goat Cave Karst Nature Preserve,"3900 Deer Ln., Austin, Texas 78749",Austin,Travis,TX,3900,Deer,Ln.,78749,Other,Street Address,8.40198179,GIS Value,1992,Open_Restricted,Undeveloped,Undeveloped,Nature Preserve,0-25 miles,8,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,365988.863,4469.371274
99,99,109,207,Metz Neighborhood Park,"2407 Canterbury St., Austin, Texzas 78702",Austin,Travis,TX,2407,Canterbury,St.,78702,Other,Street Address,6.54525012,GIS Value,1997,Open,Developed,Developed,Neighborhood,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,285109.9548,2787.982984
100,100,111,295,Lakeshore at Town Lake Metro Park,"2200 S Lakeshore Blvd., Austin, Texas 78741",Austin,Travis,TX,2200,S Lakeshore,Blvd.,78741,Other,Street Address,3.28252585,GIS Value,1993,Open,Developed,Developed,Metropolitan,0-25 miles,3,Citywide,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,142986.254,3869.065126
62,62,231,262,Sanchez School Park,"64 Waller St., Austin, Texas 78702",Austin,Travis,TX,64,Waller,St,78702,Other,Street Address,1.14642066,GIS Value,1990,Open,Undeveloped,Developed,School,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,49937.88432,886.4468654
135,135,144,380,Meadowview Triangle,"414 W Crestland Dr., Austin, Texas 78752",Austin,Travis,TX,414,W Crestland,Dr.,78752,Other,Street Address,0.41758451,GIS Value,1978,Open,Undeveloped,Developed,Planting Strips/Triangles,0-0.5 miles,4,4;7,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,18189.90831,597.6749476
101,101,112,294,Holly Shores at Town Lake Metro Park,"2711 Canterbury St., Austin, Texas 78702",Austin,Travis,TX,2711,Canterbury,St.,78702,Other,Street Address,6.37534445,GIS Value,1987,Open,Developed,Developed,Metropolitan,0-25 miles,3,Citywide,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,277708.8933,7424.852457
102,102,114,296,Lamar Beach at Town Lake Metro Park,"1200 W Cesar Chavez St., Austin, Texas 78703",Austin,Travis,TX,1200,W Cesar Chavez,St.,78703,Other,Street Address,65.40901382,GIS Value,1982,Open,Developed,Developed,Metropolitan,0-25 miles,9;10,Citywide,Mixed-use Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2849205.245,24310.41133
103,103,115,264,Hubert C. Schroeter Neighborhood Park,"11701 Big Trl., Austin, Texas 78759",Austin,Travis,TX,11701,Big,Trl.,78759,Other,Street Address,12.06447633,GIS Value,1988,Open,Undeveloped,Developed,Neighborhood,0-5 miles,6,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,525526.4867,3016.363347
55,55,150,228,Old Bakery,"1006 Congress Ave., Austin, Texas 78701",Austin,Travis,TX,1006,Congress,Ave,78701,Other,Street Address,0.31203828,GIS Value,1980,Open_Restricted,Undeveloped,Developed,Special,0-25 miles,1,Citywide,Historical/Cultural,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,13592.3329,489.6289645
63,63,214,252,Reed Neighborhood Park,"2614 Pecos St., Austin, Texas 78703",Austin,Travis,TX,2614,Pecos,St,78703,Other,Street Address,6.35935429,GIS Value,1954,Open,Cemetery,Developed,Neighborhood,0-5 miles,10,1;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,277012.3647,2511.314877
262,262,72,159,Elizabet Ney Museum,"304 E 44th St., Austin, Texas 78751",Austin,Travis,TX,304,E 44th,St.,78751,Other,Street Address,2.56240468,GIS Value,1941,Open,Cemetery,Developed,Special,0-25 miles,9,Citywide,Historical/Cultural,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,111617.9013,1395.792657
56,56,271,314,Williams School Park,"605 Blue Valley Dr., Austin, Texas 78748",Austin,Travis,TX,605,Blue Valley,Dr,78748,Other,Street Address,9.89939887,GIS Value,1981,Open,Developed,Developed,School,0-5 miles,2,2;3;5;8;9,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,431216.0897,3027.509537
57,57,164,391,Old San Antonio Park,"12110 Old San Antonio Rd., Austin, Texas 78652",Austin 2 Mile ETJ,Travis,TX,12100,Old San Antonio,Rd,78652,Other,Street Address,55.20027541,GIS Value,2012,Open_Restricted,Planned,Undeveloped,Special,0-25 miles,0,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2404514.379,6679.269992
59,59,211,250,Ramsey Neighborhood Park,"4301 Rosedale Ave., Austin, Texas 78756",Austin,Travis,TX,4301,Rosedale,Ave,78756,Other,Street Address,5.26800149,GIS Value,1933,Open,Developed,Developed,Neighborhood,0-5 miles,10,1;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,229473.2272,2236.746526
60,60,208,248,Ponciana Neighborhood Park,"5201 Freidrich Ln., Austin, Texas 78744",Austin,Travis,TX,5201,Freidrich,Ln,78744,Other,Street Address,5.22439602,GIS Value,1986,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,2,1;2;3;5;8;9,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,227573.7801,2083.176875
61,61,135,185,Kealing School Park,"1500 Rosewood Ave., Austin, Texas 78702",Austin,Travis,TX,1500,Rosewood,Ave.,78702,Other,Street Address,14.91436275,GIS Value,1967,Open,Developed,Developed,School,0-5 miles,1,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,649667.0426,4173.011876
64,64,133,175,Hancock Golf Course,"811 E 41st St., Austin, Texas 78751",Austin,Travis,TX,811,E 41st,St.,78751,Other,Street Address,50.39607807,GIS Value,1946,Open_Fee,Golf Fee,Developed,Golf Course,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2195244.38,6565.616222
65,65,250,283,Stephenson Nature Preserve & Outdoor Education Center,"7501 Longview Rd., Austin, Texas 78745",Austin,Travis,TX,7501,Longview,Rd,78745,Other,Street Address,147.0677952,GIS Value,1999,Open_Restricted,No Pets,Developed,Nature Preserve,0-25 miles,5,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,6406247.534,11726.34572
66,66,176,239,Patterson Neighborhood Park,"4200 Brookview Rd., Austin, Texas 78722",Austin,Travis,TX,4200,Brookview,Rd,78722,Other,Street Address,9.3088723,GIS Value,1941,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,405492.8556,2973.28923
67,67,246,311,West Austin Neighborhood Park,"1317 W 10th St., Austin, Texas 78703",Austin,Travis,TX,1317,W 10th,St,78703,Other,Street Address,3.31956766,GIS Value,1929,Open,Developed,Developed,Neighborhood,0-5 miles,9,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,144599.7891,1598.442211
118,118,123,172,Great Hills Neighborhood Park,"10801 Sierra Oaks, Austin, Texas 78759",Austin,Travis,TX,10801,Sierra Oaks,,78759,Other,Street Address,76.05124007,GIS Value,1999,Open,Developed,Developed,Neighborhood,0-5 miles,10,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,3312778.766,31328.18763
121,121,190,219,North Oaks Neighbohood Park,"820 Plaza Dr., Austin, Texas 78753",Austin,Travis,TX,820,Plaza,Dr.,78753,Other,Street Address,4.66538816,GIS Value,1941,Open,Undeveloped,Developed,Neighborhood,0-5 miles,1,1;4;6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,203223.4954,1861.169011
122,122,155,230,Old Moore's Crossing Neighborhood Park,"7420 Apperson St., Austin, Texas 78617",Austin LTD,Travis,TX,7420,Apperson,St,78617,Other,Street Address,11.94186662,GIS Value,1929,Open_Restricted,Undeveloped,Undeveloped,Neighborhood,0-5 miles,2,2;3,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,520185.6293,3615.219439
123,123,157,197,Longview Neighborhood Park,"7609 Longview Rd., Austin, Texas 78745",Austin,Travis,TX,7609,Longview,Rd.,78745,Other,Street Address,19.62941399,GIS Value,1981,Open,Developed,Developed,Neighborhood,0-5 miles,5,2;3;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,855053.8531,4358.9011
124,124,242,271,South Austin Island,"2205 S Congress Ave., Austin, Texas 78704",Austin,Travis,TX,2205,S Congress,Ave,78704,Other,Street Address,0.06846614,GIS Value,1935,Open,Undeveloped,Undeveloped,Special,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2982.373052,282.7666762
125,125,641,414,Janet Long Fish Park,"13840 Dessau Rd., Austin, Texas 78660",Austin,Travis,TX,13840,Dessau,Rd.,78660,Other,Street Address,27.87235203,GIS Value,2015,Planned,Undeveloped,Undeveloped,Special,0-25 miles,7,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,1214157.889,6549.828874
126,126,288,322,Yett Creek Neighborhood Park,"12538 Riata Vista Cir., Austin, Texas 78727",Austin,Travis,TX,12538,Riata Vista,Cir,78727,Other,Street Address,40.52134912,GIS Value,1989,Open,Developed,Developed,Neighborhood,0-5 miles,6,1;4;6;7;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,1765102.907,5480.320162
179,179,224,258,Ron Rigsby Pocket Park,"1110 Little Elm Park, Austin, Texas 78758",Austin,Travis,TX,1110,Little Elm,Park,78758,Other,Street Address,0.95433837,GIS Value,1999,Open,Developed,Developed,Pocket,0-0.5 miles,4,4,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,41570.81291,1158.64916
127,127,192,220,North Star Greenbelt,"11701 Tallow Field Way, Austin, Texas 78758",Austin,Travis,TX,11701,Tallow Field,Way,78758,Other,Street Address,17.61856003,GIS Value,1941,Open,Undeveloped,Developed,Greenbelt,0-5 miles,7,1;4;6;7;10,Corridor,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,767461.405,12389.50761
128,128,193,234,Onion Creek Soccer Complex,"5600 E William Cannon Dr., Austin, Texas 78744",Austin,Travis,TX,5600,E William Cannon,Dr,78744,Other,Street Address,114.6124011,GIS Value,1929,Open_Restricted,Soccer Only,Developed,Special,0-25 miles,2,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,4992496.223,9838.237763
129,129,194,222,Northwest Balcones Neighborhood Park,"10225 Talleyran Dr., Austin, Texas 78750",Austin,Travis,TX,10225,Talleyran,Dr.,78750,Other,Street Address,7.17204959,GIS Value,1941,Open,Developed,Developed,Neighborhood,0-5 miles,6,6;7;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,312413.2304,2554.848158
131,131,196,223,Northwest Recreation Center,"2913 Northland Dr., Austin, Texas 78731",Austin,Travis,TX,2913,Northland,Dr.,78731,Other,Street Address,6.66585983,GIS Value,1929,Open,Undeveloped,Developed,Special,0-25 miles,7,Citywide,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,290363.6928,2292.647407
136,136,108,351,Hielscher Tract Greenbelt,"6801 La Crosse Ave., Austin, Texas 78739",Austin,Travis,TX,6801,La Crosse,Ave.,78739,Other,Street Address,66.52715294,GIS Value,2006,Open_Restricted,Undeveloped,Undeveloped,Greenbelt,0-5 miles,8,5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,2897911.19,13427.37166
137,137,220,268,Silk Oak Neighborhood Park,"3204 Silk Oak Dr., Austin, Texas 78748",Austin,Travis,TX,3204,Silk Oak,Dr,78748,Other,Street Address,17.68232301,GIS Value,2010,Open,Undeveloped,Developed,Neighborhood,0-5 miles,5,2;3;5;8,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,770238.9095,5502.483268
132,132,197,298,Norwood Tract at Town Lake Metro Park,"1009 Edgecliff Ter., Austin, Texas 78704",Austin,Travis,TX,1009,Edgecliff,Ter,78704,Other,Street Address,9.52917438,GIS Value,1999,Open_Restricted,Developed,Developed,Metropolitan,0-25 miles,9,Citywide,Special Use Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,415089.1755,7283.191248
133,133,141,205,Mayfield Nature Preserve,"3801 W 35th St., Austin, Texas 78703",Austin,Travis,TX,3801,W 35th,St.,78703,Other,Street Address,20.54160843,GIS Value,1941,Open,Developed,Developed,Nature Preserve,0-25 miles,10,Citywide,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,894788.8841,5444.858479
138,138,209,249,Quail Creek Neighborhood Park,"1101 Mearns Meadow Dr., Austin, Texas 78758",Austin,Travis,TX,1101,Mearns Meadow,Dr,78758,Other,Street Address,16.35704403,GIS Value,1929,Open,Developed,Developed,Neighborhood,0-5 miles,4,1;4;6;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,712509.9878,3415.81141
139,139,217,279,St. Edwards Greenbelt,"7301 Spicewood Springs Rd., Austin, Texas 78750",Austin LTD,Travis,TX,7301,Spicewood Springs,Rd,78750,Other,Street Address,79.27710263,GIS Value,1986,Open,Undeveloped,Developed,Greenbelt,0-5 miles,10,4;6;7;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,3453296.778,9032.441169
140,140,162,199,Lucy Read School Park,"7509 Silvercrest Dr., Austin, Texas 78757",Austin,Travis,TX,7509,Silvercrest,Dr.,78757,Other,Street Address,5.1176263,GIS Value,1975,Open,Undeveloped,Developed,School,0-5 miles,7,1;4;6;7;8;9;10,Active Park,Austin Independent School District,School,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,222922.9098,2523.053658
141,141,132,183,Joslin Neighborhood Park,"2106 Cimaron Trl., Austin, Texas 78745",Austin,Travis,TX,2106,Cimarron,Trl.,78745,Other,Street Address,5.35720767,GIS Value,1953,Open,Undeveloped,Developed,Neighborhood,0-5 miles,5,1;2;3;5;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,233359.0327,1938.650127
142,142,251,287,T.A. Brown School Park,"520 Northway Dr., Austin, Texas 78752",Austin,Travis,TX,520,Northway,Dr,78752,Other,Street Address,2.29626505,GIS Value,1953,Open,Developed,Developed,School,0-5 miles,4,1;3;4;6;7;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,100024.9054,1708.064103
143,143,167,237,Oswaldo A.B. Cantu/Pan-American Recreation Center,"307 Chicon St., Austin, Texas 78702",Austin,Travis,TX,307,Chicon,St,78702,Other,Street Address,5.22503385,GIS Value,1954,Open,Cemetery,Developed,Neighborhood,0-5 miles,3,1;2;3;4;5;7;8;9;10,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,227601.564,2733.046037
263,263,81,403,Elroy Neighborhood Park,"7527 Elroy Rd., Austin, Texas 78617",Austin,Travis,TX,7527,Elroy Park,Rd.,78617,Other,Street Address,4.59664426,GIS Value,2014,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,2,2,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,200229.0232,1796.453196
145,145,125,191,Legend Oaks Neighborhood Park,"7724 Escarpment Blvd., Austin, Texas 78749",Austin,Travis,TX,7724,Escarpment,Blvd.,78749,Other,Street Address,7.28224239,GIS Value,1990,Open,Cemetery,Undeveloped,Neighborhood,0-5 miles,8,2;5;8,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,317213.2096,2288.913011
146,146,166,209,Montopolis Neighborhood Park,"1200 Montopolis Dr., Austin, Texas 78741",Austin,Travis,TX,1200,Montopolis,Dr.,78741,Other,Street Address,7.59698167,GIS Value,1974,Open,Developed,Developed,Neighborhood,0-5 miles,3,1;2;3;4;5;8;9,Active Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,330923.1979,2504.312653
147,147,145,195,North Acres Neighborhood Park,"1112 Hermitage Dr., Austin, Texas 78753",Austin,Travis,TX,1112,Hermitage,Dr.,78753,Other,Street Address,2.50464828,GIS Value,1941,Open,Undeveloped,Undeveloped,Neighborhood,0-5 miles,4,1;4;7;9;10,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,1,hardya,2.02E+13,109102.0425,1510.756768
148,148,148,390,Margaret Hoffman Oak Park,"315 W Cesar Chavez St., Austin, Texas 78701",Austin,Travis,TX,315,W Cesar Chavez,St.,78701,Other,Street Address,0.2208668,GIS Value,1929,Open,Developed,Developed,Metropolitan,0-25 miles,9,Citywide,Passive Park,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,9620.919282,422.7873115
149,149,149,196,Little Walnut Creek District Park,"5100 E 51st St., Austin, Texas 78723",Austin,Travis,TX,5100,E 51st,St.,78723,Other,Street Address,206.6644465,GIS Value,1951,Open_Restricted,Undeveloped,Undeveloped,District,0-5 miles,1,1;2;3;4;7;9;10,Natural Area,City of Austin Parks and Recreation,Municipal,City of Austin Parks and Recreation,Municipal,0,hardya,2.02E+13,9002267.28,18114.29369
